Program,ProgramAbbr,AcademicYear,SchoolYear,CourseID,CourseName,CourseBegin,CourseEnd,Rotation,Campus,EvalName,EvalTitle,EvalType,EvaluatorUserID,EvaluatorNetID,EvaluatorFirst,EvaluatorLast,EvaluateeNetID,EvaluateeFirst,EvaluateeLast,QuestionID,QuestionNumber,QuestionType,QuestionText,ResponseNum,ResponseText,ResponseValue,SummaryStatus,Theme,RubricComment,evalLinkID,evalType,,
MEDICINE,MD2011,SOM 2019/2020,MED Second Year,14537,"Medical Science, 5",11/20/19,3/16/20,1,Main Campus,Clinical Faculty: Evaluation of students,TEST emails,Clinical Faculty evaluating Students,1865265,sanjay,Sanjay,Scientist,wblack,Walter,Black,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,2,Adequate,4,,,,124234,CFS,S,F
MEDICINE,MD2011,SOM 2019/2020,MED Second Year,14537,"Medical Science, 5",11/20/19,3/16/20,1,Main Campus,Clinical Faculty: Evaluation of students,TEST emails,Clinical Faculty evaluating Students,1865266,sanjay,Sanjay,Scientist,LStone,Lucy,Stone,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,5,Above Average,10,,,,124234,CFS,S,F
MEDICINE,MD2011,SOM 2019/2020,MED Second Year,14537,"Medical Science, 5",11/20/19,3/16/20,1,Main Campus,Clinical Faculty: Evaluation of students,TEST emails,Clinical Faculty evaluating Students,1865267,sanjay,Sanjay,Scientist,student_samuel,Samuel,Student,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,4,Good,8,,,,124234,CFS,S,F
MEDICINE,MD2011,SOM 2019/2020,MED Second Year,14537,"Medical Science, 5",11/20/19,3/16/20,1,Main Campus,Clinical Faculty: Evaluation of students,TEST emails,Clinical Faculty evaluating Students,1865264,sanjay,Sanjay,Scientist,user9002,Plasti,Agnio,68,2,Radio,How often was this student prepared for their events?,3,Often,4,,,,124234,CFS,S,F
MEDICINE,MD2011,SOM 2019/2020,MED Second Year,14537,"Medical Science, 5",11/20/19,3/16/20,1,Main Campus,Clinical Faculty: Evaluation of students,TEST emails,Clinical Faculty evaluating Students,1865265,sanjay,Sanjay,Scientist,wblack,Walter,Black,68,2,Radio,How often was this student prepared for their events?,3,Often,4,,,,124234,CFS,S,F
MEDICINE,MD2011,SOM 2019/2020,MED Second Year,14537,"Medical Science, 5",11/20/19,3/16/20,1,Main Campus,Clinical Faculty: Evaluation of students,TEST emails,Clinical Faculty evaluating Students,1865266,sanjay,Sanjay,Scientist,LStone,Lucy,Stone,68,2,Radio,How often was this student prepared for their events?,3,Often,4,,,,124234,CFS,S,F
MEDICINE,MD2011,SOM 2019/2020,MED Second Year,14537,"Medical Science, 5",11/20/19,3/16/20,1,Main Campus,Clinical Faculty: Evaluation of students,TEST emails,Clinical Faculty evaluating Students,1865267,sanjay,Sanjay,Scientist,student_samuel,Samuel,Student,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,,,,124234,CFS,S,F
MEDICINE,MD2011,SOM 2019/2020,MED Second Year,14537,"Medical Science, 5",11/20/19,3/16/20,1,Main Campus,Clinical Faculty: Evaluation of students,TEST emails,Clinical Faculty evaluating Students,1865264,sanjay,Sanjay,Scientist,user9002,Plasti,Agnio,239,3,List,Does this student meet the Course requirements?,1,No,0,,,,124234,CFS,S,F
MEDICINE,MD2011,SOM 2019/2020,MED Second Year,14537,"Medical Science, 5",11/20/19,3/16/20,1,Main Campus,Clinical Faculty: Evaluation of students,TEST emails,Clinical Faculty evaluating Students,1865265,sanjay,Sanjay,Scientist,wblack,Walter,Black,239,3,List,Does this student meet the Course requirements?,5,Yes,20,,,,124234,CFS,S,F
MEDICINE,MD2011,SOM 2019/2020,MED Second Year,14537,"Medical Science, 5",11/20/19,3/16/20,1,Main Campus,Clinical Faculty: Evaluation of students,TEST emails,Clinical Faculty evaluating Students,1865266,sanjay,Sanjay,Scientist,LStone,Lucy,Stone,239,3,List,Does this student meet the Course requirements?,5,Yes,20,,,,124234,CFS,S,F
MEDICINE,MD2011,SOM 2019/2020,MED Second Year,14537,"Medical Science, 5",11/20/19,3/16/20,1,Main Campus,Clinical Faculty: Evaluation of students,TEST emails,Clinical Faculty evaluating Students,1865267,sanjay,Sanjay,Scientist,student_samuel,Samuel,Student,239,3,List,Does this student meet the Course requirements?,5,Yes,20,,,,124234,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,608160,admin,Leo,Administrator,user9499,Jose,Angel,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,4,Good,8,Closed,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,809808,admin,Leo,Administrator,user9563,Lindsey,Bart,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,Approved,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1215201,admin,Leo,Administrator,alphonse,Alphonse,Alberto,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1215202,admin,Leo,Administrator,user9576,Mark,Baiti,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1232161,admin,Leo,Administrator,user9563,Lindsey,Bart,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1232162,admin,Leo,Administrator,user9546,Cory,Bouffard,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,2,Adequate,4,,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1280415,admin,Leo,Administrator,user9518,Anne,Weedle,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1280416,admin,Leo,Administrator,user9507,Roberto,Widdle,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,4,Good,8,,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13889,MEDICINE,8/26/13,9/20/13,2,East Campus,Clinical Faculty: Evaluation of students,,Faculty evaluating Course,1483831,admin,Leo,Administrator,,MEDICINE,,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,,,,541,FOC,C,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13994,MEDICINE,8/11/14,8/15/14,10,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,1495579,admin,Leo,Administrator,alphonse,Alphonse,Alberto,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,1,Poor,2,,,,590,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1495581,admin,Leo,Administrator,alphonse,Alphonse,Alberto,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,Approved,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13997,MEDICINE,8/25/14,8/29/14,11,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,1497335,admin,Leo,Administrator,alphonse,Alphonse,Alberto,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,,,,602,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,14005,MEDICINE,9/29/14,10/3/14,1,North Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,1499970,admin,Leo,Administrator,alphonse,Alphonse,Alberto,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,,,,730,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,14005,MEDICINE,9/29/14,10/3/14,1,North Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,1500168,admin,Leo,Administrator,alphonse,Alphonse,Alberto,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,,,,784,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,1500584,admin,Leo,Administrator,user9576,Mark,Baiti,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,Submitted,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,1500587,admin,Leo,Administrator,alphonse,Alphonse,Alberto,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,Approved,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,1500588,admin,Leo,Administrator,MaryB9555,Mary,Barney,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,Approved,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1501903,admin,Leo,Administrator,user9563,Lindsey,Bart,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,4,Good,8,Approved,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1501904,admin,Leo,Administrator,user9546,Cory,Bouffard,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,2,Adequate,4,Approved,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1510994,admin,Leo,Administrator,user9576,Mark,Baiti,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,Approved,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1510995,admin,Leo,Administrator,user9518,Anne,Weedle,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,Approved,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1510996,admin,Leo,Administrator,user9507,Roberto,Widdle,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,4,Good,8,Approved,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14166,MEDICINE,9/7/15,9/11/15,4,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1516308,admin,Leo,Administrator,user9002,Plasti,Agnio,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,,,,2900,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14166,MEDICINE,9/7/15,9/11/15,4,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1516309,admin,Leo,Administrator,alphonse,Alphonse,Alberto,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,4,Good,8,,,,2900,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14166,MEDICINE,9/7/15,9/11/15,4,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1516310,admin,Leo,Administrator,user9499,Jose,Angel,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,4,Good,8,,,,2900,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14182,MEDICINE,10/12/15,10/16/15,9,Main Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,1520228,admin,Leo,Administrator,user9002,Plasti,Agnio,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,,,,3269,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14211,MEDICINE,1/25/16,1/29/16,23,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1521645,admin,Leo,Administrator,user9002,Plasti,Agnio,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,5,Above Average,10,,,,3836,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,608160,admin,Leo,Administrator,user9499,Jose,Angel,68,2,Radio,How often was this student prepared for their events?,3,Often,4,Closed,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,809808,admin,Leo,Administrator,user9563,Lindsey,Bart,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,Approved,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1215201,admin,Leo,Administrator,alphonse,Alphonse,Alberto,68,2,Radio,How often was this student prepared for their events?,3,Often,4,,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1215202,admin,Leo,Administrator,user9576,Mark,Baiti,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1232161,admin,Leo,Administrator,user9563,Lindsey,Bart,68,2,Radio,How often was this student prepared for their events?,3,Often,4,,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1232162,admin,Leo,Administrator,user9546,Cory,Bouffard,68,2,Radio,How often was this student prepared for their events?,3,Often,4,,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1280415,admin,Leo,Administrator,user9518,Anne,Weedle,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1280416,admin,Leo,Administrator,user9507,Roberto,Widdle,68,2,Radio,How often was this student prepared for their events?,3,Often,4,,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13889,MEDICINE,8/26/13,9/20/13,2,East Campus,Clinical Faculty: Evaluation of students,,Faculty evaluating Course,1483831,admin,Leo,Administrator,,MEDICINE,,68,2,Radio,How often was this student prepared for their events?,3,Often,4,,,,541,FOC,C,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13994,MEDICINE,8/11/14,8/15/14,10,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,1495579,admin,Leo,Administrator,alphonse,Alphonse,Alberto,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,,,,590,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1495581,admin,Leo,Administrator,alphonse,Alphonse,Alberto,68,2,Radio,How often was this student prepared for their events?,4,Constantly,5,Approved,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13997,MEDICINE,8/25/14,8/29/14,11,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,1497335,admin,Leo,Administrator,alphonse,Alphonse,Alberto,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,,,,602,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,14005,MEDICINE,9/29/14,10/3/14,1,North Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,1499970,admin,Leo,Administrator,alphonse,Alphonse,Alberto,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,,,,730,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,14005,MEDICINE,9/29/14,10/3/14,1,North Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,1500168,admin,Leo,Administrator,alphonse,Alphonse,Alberto,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,,,,784,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,1500584,admin,Leo,Administrator,user9576,Mark,Baiti,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,Submitted,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,1500587,admin,Leo,Administrator,alphonse,Alphonse,Alberto,68,2,Radio,How often was this student prepared for their events?,3,Often,4,Approved,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2013/2014,MED Third Year,13913,MEDICINE,11/4/13,11/30/13,4,East Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,1500588,admin,Leo,Administrator,MaryB9555,Mary,Barney,68,2,Radio,How often was this student prepared for their events?,3,Often,4,Approved,,,447,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1501903,admin,Leo,Administrator,user9563,Lindsey,Bart,68,2,Radio,How often was this student prepared for their events?,3,Often,4,Approved,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1501904,admin,Leo,Administrator,user9546,Cory,Bouffard,68,2,Radio,How often was this student prepared for their events?,3,Often,4,Approved,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1510994,admin,Leo,Administrator,user9576,Mark,Baiti,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,Approved,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1510995,admin,Leo,Administrator,user9518,Anne,Weedle,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,Approved,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2014/2015,MED Third Year,13950,MEDICINE,3/24/14,4/24/14,1,East Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1510996,admin,Leo,Administrator,user9507,Roberto,Widdle,68,2,Radio,How often was this student prepared for their events?,3,Often,4,Approved,,,487,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14166,MEDICINE,9/7/15,9/11/15,4,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1516308,admin,Leo,Administrator,user9002,Plasti,Agnio,68,2,Radio,How often was this student prepared for their events?,3,Often,4,,,,2900,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14166,MEDICINE,9/7/15,9/11/15,4,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1516309,admin,Leo,Administrator,alphonse,Alphonse,Alberto,68,2,Radio,How often was this student prepared for their events?,3,Often,4,,,,2900,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14166,MEDICINE,9/7/15,9/11/15,4,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1516310,admin,Leo,Administrator,user9499,Jose,Angel,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,,,,2900,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14182,MEDICINE,10/12/15,10/16/15,9,Main Campus,Clinical Faculty: Evaluation of students,,Clinical Faculty evaluating Students,1520228,admin,Leo,Administrator,user9002,Plasti,Agnio,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,,,,3269,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14211,MEDICINE,1/25/16,1/29/16,23,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1521645,admin,Leo,Administrator,user9002,Plasti,Agnio,68,2,Radio,How often was this student prepared for their events?,3,Often,4,,,,3836,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14148,MEDICINE,8/3/15,8/7/15,1,East Campus,Clinical Faculty: Evaluation of students,,Students evaluating Faculty,anon. (de-identified),anon. (de-identified),anon. (de-identified),anon. (de-identified),AnnA,Ann,Alexander,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,2,Adequate,4,,,,3198,SOF,F,S
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14148,MEDICINE,8/3/15,8/7/15,1,East Campus,Clinical Faculty: Evaluation of students,,Students evaluating Faculty,anon. (de-identified),anon. (de-identified),anon. (de-identified),anon. (de-identified),AnnA,Ann,Alexander,68,2,Radio,How often was this student prepared for their events?,2,Sometimes,3,,,,3198,SOF,F,S
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14173,MEDICINE,9/21/15,9/25/15,6,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1517943,AnnA,Ann,Alexander,user9576,Mark,Baiti,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,,,,3133,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14173,MEDICINE,9/21/15,9/25/15,6,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1517944,AnnA,Ann,Alexander,wblack,Walter,Black,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,,,,3133,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14173,MEDICINE,9/21/15,9/25/15,6,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1517945,AnnA,Ann,Alexander,user9575,Charlie,Branscomb,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,4,Good,8,,,,3133,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14173,MEDICINE,9/21/15,9/25/15,6,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1517946,AnnA,Ann,Alexander,MaryB9555,Mary,Barney,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,4,Good,8,,,,3133,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14173,MEDICINE,9/21/15,9/25/15,6,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1517947,AnnA,Ann,Alexander,user9546,Cory,Bouffard,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,,,,3133,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14173,MEDICINE,9/21/15,9/25/15,6,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1517948,AnnA,Ann,Alexander,user9576,Mark,Baiti,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,5,Above Average,10,Closed,,,3133,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14173,MEDICINE,9/21/15,9/25/15,6,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1517949,AnnA,Ann,Alexander,MaryB9555,Mary,Barney,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,4,Good,8,Closed,,,3133,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14173,MEDICINE,9/21/15,9/25/15,6,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1517950,AnnA,Ann,Alexander,wblack,Walter,Black,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,Closed,,,3133,CFS,S,F
MEDICINE,MD2011,SOM 2015/2016,MED Third Year,14173,MEDICINE,9/21/15,9/25/15,6,Main Campus,Clinical Faculty: Evaluation of students,Clincal Eval of Students by Preceptors,Clinical Faculty evaluating Students,1517951,AnnA,Ann,Alexander,user9546,Cory,Bouffard,67,1,Radio,How was this student?  Rate on a scale of 1 to 5.,3,Acceptable,6,Closed,,,3133,CFS,S,F
